Petition,URL,State,Signatures Count
Stop all foreign aid except for natural disaster relief.,https://petition.parliament.uk/archived/petitions/183977,closed,16
Reform the law to secure greater equality for transgender and non-binary people,https://petition.parliament.uk/archived/petitions/183984,closed,23
Stop the Port of Dover using the A20 coast bound lane as a lorry park,https://petition.parliament.uk/archived/petitions/183988,closed,13
Subsidise public transport for all UK citizens,https://petition.parliament.uk/archived/petitions/183990,closed,9
Make it a requirement to teach healthy relationships in schools,https://petition.parliament.uk/archived/petitions/184000,closed,15
For the PM to notify the UK’s intention to withdraw from the EU on 25 March 2017,https://petition.parliament.uk/archived/petitions/184001,closed,9
Make student loans available to Diploma Performing Arts students.,https://petition.parliament.uk/archived/petitions/184005,closed,3574
Tattoos legal for 16 years olds with parental consent,https://petition.parliament.uk/archived/petitions/184013,closed,19
Amend the Aggravated Murder of and  Violence against Women Bill to include men,https://petition.parliament.uk/archived/petitions/184019,closed,10
Change the law that states you have to do 3 sciences for GCSE.,https://petition.parliament.uk/archived/petitions/184020,closed,33
Examine the practicalities of introducing a ringfenced tax to help fund the NHS.,https://petition.parliament.uk/archived/petitions/184035,closed,29
I'd like to see the NHS running the National Lottery and keeping all profits.,https://petition.parliament.uk/archived/petitions/184046,closed,11
Allow and train our prison officers to use PAVA spray and tasers,https://petition.parliament.uk/archived/petitions/184054,closed,13
reinstate b+e entitlement on all driving licences after 1st Jan 1997.,https://petition.parliament.uk/archived/petitions/184065,closed,41
NHS to revert back to using bank nurses and stop using agency nurses.,https://petition.parliament.uk/archived/petitions/184069,closed,10
Significantly reduce administration fees for British Nationals living abroad,https://petition.parliament.uk/archived/petitions/184077,closed,6
Reduce the UK Foreign aid budget to 0.3 per cent of our national wealth,https://petition.parliament.uk/archived/petitions/184099,closed,96
Support Community Radio/Media organisations with a substantive funding increase.,https://petition.parliament.uk/archived/petitions/184103,closed,17
Use Buses Bill to make it mandatory for wheelchair space be vacated for a user,https://petition.parliament.uk/archived/petitions/184109,closed,2306
Provide student loans for British students having to study abroad,https://petition.parliament.uk/archived/petitions/184114,closed,7
Create fair & honest revenue stream for NHS & social care with hypothecated tax,https://petition.parliament.uk/archived/petitions/184123,closed,17
Make law that parents are financially accountable for their childrens behaviour,https://petition.parliament.uk/archived/petitions/184135,closed,18
Referendum before triggering article 50,https://petition.parliament.uk/archived/petitions/184140,closed,1083
Introduce a new 'National Health Tax' which is only to be used for NHS.,https://petition.parliament.uk/archived/petitions/184142,closed,10
Allow all those who didn't or couldn't vote in the EU Referendum a second vote,https://petition.parliament.uk/archived/petitions/184165,closed,31
Offer a National Savings & Investments Product that pays a 6% interest rate.,https://petition.parliament.uk/archived/petitions/184171,closed,7
Make vaccinations for Meningitis B available to all babies and children!,https://petition.parliament.uk/archived/petitions/184173,closed,610
Bring retention bonuses to all branches of the Royal Navy. To retain experience.,https://petition.parliament.uk/archived/petitions/184175,closed,276
Save our NHS and social care,https://petition.parliament.uk/archived/petitions/184182,closed,206
"Instead of inviting Donald Trump for state visit, redirect funding to NHS",https://petition.parliament.uk/archived/petitions/184188,closed,17
Free childcare hour from their 3rd birthday,https://petition.parliament.uk/archived/petitions/184193,closed,11
Save our NHS/Social care,https://petition.parliament.uk/archived/petitions/184219,closed,12
Make Videos on social media of minors being bullied a criminal offence,https://petition.parliament.uk/archived/petitions/184226,closed,34
Make it a specific offence to cause distress or hatred to rough sleepers.,https://petition.parliament.uk/archived/petitions/184227,closed,39
End the Detention of vulnerable Refugee Children,https://petition.parliament.uk/archived/petitions/184229,closed,410
Introduce compulsory education for children on how to save & the cost of living.,https://petition.parliament.uk/archived/petitions/184232,closed,30
Let the speaker speak! A motion of the House in support of the Speaker.,https://petition.parliament.uk/archived/petitions/184236,closed,27
"Individual Petitions should get Individual Replies, not repeat templates.",https://petition.parliament.uk/archived/petitions/184238,closed,471
Change the law on pricing of haircuts/colour. Shouldn't matter what sex you are.,https://petition.parliament.uk/archived/petitions/184239,closed,13
Re-evaluate the Council House Programme,https://petition.parliament.uk/archived/petitions/184242,closed,40
Allow town councils to set their own business rates,https://petition.parliament.uk/archived/petitions/184261,closed,18
Please make it a law for police to pursue illegal motorcyclists.,https://petition.parliament.uk/archived/petitions/184263,closed,74
Cancel HS2 and put the investment in our beleaguered NHS,https://petition.parliament.uk/archived/petitions/184270,closed,60
Conduct more research into Wilkie Syndrome otherwise known as SMAS.,https://petition.parliament.uk/archived/petitions/184271,closed,1843
Parental responsibility should be transferred to the parent who has residency.,https://petition.parliament.uk/archived/petitions/184273,closed,30
Employers to have mandatory training on hearing impairment & its implications,https://petition.parliament.uk/archived/petitions/184277,closed,37
Government to correct errors in the Brexit White Paper,https://petition.parliament.uk/archived/petitions/184279,closed,200
Make primary education optional and let children enjoy their childhood,https://petition.parliament.uk/archived/petitions/184283,closed,6
UK government vote of no confidence.,https://petition.parliament.uk/archived/petitions/184299,closed,22
Scrap the NHS.,https://petition.parliament.uk/archived/petitions/184334,closed,7
Designate certain careers as a 'Public Service Vocation' with specific benefits.,https://petition.parliament.uk/archived/petitions/184348,closed,7
Introduce legislation requiring contractors to warranty repairs on roads,https://petition.parliament.uk/archived/petitions/184378,closed,35
Substantially increase funding for the NHS and our Social Care system.,https://petition.parliament.uk/archived/petitions/184384,closed,796
UK must apologise for the Balfour Declaration & lead peace efforts in Palestine,https://petition.parliament.uk/archived/petitions/184398,closed,13637
New generation social housing policy,https://petition.parliament.uk/archived/petitions/184406,closed,14
Fine neglectful parents who send there children to school when child is unwell.,https://petition.parliament.uk/archived/petitions/184412,closed,17
Stop Winchburgh village being used as a flight path for Edinburgh airport,https://petition.parliament.uk/archived/petitions/184424,closed,325
Stop the formal testing of children at primary school in the UK.,https://petition.parliament.uk/archived/petitions/184427,closed,24
Taxes paid by EU Citizens to be returned if they're not granted right to stay,https://petition.parliament.uk/archived/petitions/184429,closed,9795
Stop the need for people with permanent disabilities to renew their Blue Badges,https://petition.parliament.uk/archived/petitions/184431,closed,29
Make Social Services & Cafcas accountable & transparent by using audio recording,https://petition.parliament.uk/archived/petitions/184447,closed,11
"Give top Government priority to tackle all sexual abuse, especially child abuse",https://petition.parliament.uk/archived/petitions/184452,closed,13
All new members of the House of Lords should sit for 10 years,https://petition.parliament.uk/archived/petitions/184461,closed,14
Make it illegal to fine Funeral Vehicles.,https://petition.parliament.uk/archived/petitions/184462,closed,205
Stop sanctions for Jobseekers of 4 weeks or more,https://petition.parliament.uk/archived/petitions/184465,closed,11
We are asking UK government to impose sanctions on Gabon,https://petition.parliament.uk/archived/petitions/184480,closed,55
Raise the minimum wage to 8 pounds per hour,https://petition.parliament.uk/archived/petitions/184496,closed,31
Make stolen motorcycle information freely available to the public.,https://petition.parliament.uk/archived/petitions/184498,closed,18
"Grant automatic asylum to any unaccompanied, displaced child seeking help",https://petition.parliament.uk/archived/petitions/184508,closed,12
Look into the spiralling costs of funerals.,https://petition.parliament.uk/archived/petitions/184520,closed,25
Legalise the sale & use of cannabis for people over the age of 25,https://petition.parliament.uk/archived/petitions/184529,closed,374
We want the UK Government refuse to pay any exit payment to the EU on leaving,https://petition.parliament.uk/archived/petitions/184544,closed,52
Remove Corporate and Media Funding From the UK Political System.,https://petition.parliament.uk/archived/petitions/184550,closed,503
Introduce a 'Fat Tax' on foods to help beat the obesity crisis.,https://petition.parliament.uk/archived/petitions/184567,closed,9
Tougher sentences for theft of tools from vans and  people that sell them,https://petition.parliament.uk/archived/petitions/184569,closed,44
Incorporate Scotland's Place in Europe in UK BREXIT negotiations and final deal,https://petition.parliament.uk/archived/petitions/184573,closed,52
Stop sending foreign aid to countries that have space programmes,https://petition.parliament.uk/archived/petitions/184574,closed,53
Public sector Pension to transfer to partner without the need to be married.,https://petition.parliament.uk/archived/petitions/184575,closed,7
Reject the ratification of the Unitary Patent treaty by the UK and Scotland,https://petition.parliament.uk/archived/petitions/184585,closed,20
Ensure that LGBT sex education is not taught in primary schools.,https://petition.parliament.uk/archived/petitions/184591,closed,59
Reduce Business Rates for Independent Shops,https://petition.parliament.uk/archived/petitions/184593,closed,1132
Make fake news reporting by the media a criminal offence.,https://petition.parliament.uk/archived/petitions/184596,closed,14
Reduce the UK's foreign aid budget from 0.7% GDP to 0.1% GDP.,https://petition.parliament.uk/archived/petitions/184597,closed,19
Stop closure of drop in mental health services.,https://petition.parliament.uk/archived/petitions/184600,closed,64
Abolish the Lords Spiritual - let secular values prevail!,https://petition.parliament.uk/archived/petitions/184606,closed,23
Increase SMP to be paid for at least 1 year on a % of 90-95,https://petition.parliament.uk/archived/petitions/184610,closed,456
Make TA and Reserve service pensionable employment retrospectively.,https://petition.parliament.uk/archived/petitions/184612,closed,47
Stronger sentences for paedophilia.,https://petition.parliament.uk/archived/petitions/184616,closed,107
Stop Myxomatosis killing wild Rabbits by developing a lifetime vaccine,https://petition.parliament.uk/archived/petitions/184617,closed,136
Stop the NHS defunding IVF Treatment and make it equal no matter where you live,https://petition.parliament.uk/archived/petitions/184619,closed,3129
Stop Government funding the Football Association - divert funds to other sports,https://petition.parliament.uk/archived/petitions/184620,closed,13
Help fix the broken NHS with proper funding from increased NI contributions,https://petition.parliament.uk/archived/petitions/184624,closed,9
Remove the ban on disabled refugees.,https://petition.parliament.uk/archived/petitions/184627,closed,244
List the common hedgehog (Erinaceus europaeus) as an endangered species.,https://petition.parliament.uk/archived/petitions/184630,closed,121
Burglaries should attract a minimum of a five year prison sentence.,https://petition.parliament.uk/archived/petitions/184633,closed,16
"For the production, sale & use of whole plant medical cannabis to be legal.",https://petition.parliament.uk/archived/petitions/184644,closed,37
Ban the importation and distribution of all dyed fish.,https://petition.parliament.uk/archived/petitions/184659,closed,22
Make cyclists speeding illegal and insurance mandatory for cyclists,https://petition.parliament.uk/archived/petitions/184664,closed,106
Clearly Mark halal food products on the front of all packaging,https://petition.parliament.uk/archived/petitions/184667,closed,11027
Make Kirkby part of Lancashire again.,https://petition.parliament.uk/archived/petitions/184668,closed,8
Allow all high risk cancer patients to have annual check up scans nationwide.,https://petition.parliament.uk/archived/petitions/184685,closed,140
Require Theresa May to provide remaining £5.5bil of promised £10bil to the NHS,https://petition.parliament.uk/archived/petitions/184703,closed,63
Make GCSE computer science mandatory to prepare young generation for the future.,https://petition.parliament.uk/archived/petitions/184705,closed,35
A referendum to stop HS2 & spend the money on more appropriate things.,https://petition.parliament.uk/archived/petitions/184726,closed,14
Change the definition of rape to cover forceful envelopment of a penis or digit,https://petition.parliament.uk/archived/petitions/184738,closed,151
Random and unannounced illegal drug testing for all members of parliament.,https://petition.parliament.uk/archived/petitions/184746,closed,8
Investigate the true scale of female genital mutilation within the UK.,https://petition.parliament.uk/archived/petitions/184750,closed,32
Keep abortions free on the NHS.,https://petition.parliament.uk/archived/petitions/184752,closed,65
"Debate in parliament, the reduction in Foreign aid Budget.",https://petition.parliament.uk/archived/petitions/184753,closed,16
Eliminate higher rate stamp duty for small developers restoring  old properties,https://petition.parliament.uk/archived/petitions/184759,closed,11
Reinstate ring fenced funding for Social Care.,https://petition.parliament.uk/archived/petitions/184761,closed,808
Reduce aid budget and fully fund an integrated health and social care service.,https://petition.parliament.uk/archived/petitions/184762,closed,66
Stop the budget cuts for secondary schools in the London Borough of Sutton,https://petition.parliament.uk/archived/petitions/184783,closed,59
Change lottery back to £1 and 49 balls also the operator Camelot has ruined it,https://petition.parliament.uk/archived/petitions/184785,closed,8
Ban the sale and distribution of single-use plastic drinks bottles in the UK,https://petition.parliament.uk/archived/petitions/184786,closed,44
Hold a referendum on Irish unity,https://petition.parliament.uk/archived/petitions/184793,closed,13
Don't jail journalists for publishing documents deemed harmful to the economy,https://petition.parliament.uk/archived/petitions/184810,closed,20
"Fulfill your promise to 2.5 million tenants, give HA tenants Right to Buy now.",https://petition.parliament.uk/archived/petitions/184811,closed,46
Charge the US for additional security measures needed for Donald Trumps UK Visit,https://petition.parliament.uk/archived/petitions/184815,closed,18
Give early years teachers (with EYTS) the same rights for pay as those with QTS.,https://petition.parliament.uk/archived/petitions/184819,closed,20
Leaving Care age to be raised to the August after 18th birthday if in education,https://petition.parliament.uk/archived/petitions/184824,closed,10
Enable Young Couples to Rent by Regulating HMO Licenses,https://petition.parliament.uk/archived/petitions/184839,closed,12
University Fees paid by Employers’ Graduate Tax – ‘Graduate Bond’ model,https://petition.parliament.uk/archived/petitions/184859,closed,6
Stop nurseries charging fees when children are sick or on holiday.,https://petition.parliament.uk/archived/petitions/184863,closed,16
Make it compulsory for councils to warn of lethal risks of food recycling bins.,https://petition.parliament.uk/archived/petitions/184878,closed,323
Fathers to receive the same full paternity pay just the same as mothers.,https://petition.parliament.uk/archived/petitions/184885,closed,140
Protect our Public parks in England under threat from spending cuts.,https://petition.parliament.uk/archived/petitions/184913,closed,7
Government should underwrite car insurance for young first time drivers.,https://petition.parliament.uk/archived/petitions/184914,closed,48
Chain restaurants and cafes have to offer blue badge tables for wheelchair users,https://petition.parliament.uk/archived/petitions/184919,closed,7
The establishment of UK legislation protecting Net Neutrality,https://petition.parliament.uk/archived/petitions/184934,closed,12
Implement optional early drawing of a reduced State Pension for the 1950s women,https://petition.parliament.uk/archived/petitions/185026,closed,20783
Request Government to publish expected pros & cons/Business Case for leaving EU,https://petition.parliament.uk/archived/petitions/185033,closed,1242
Delay Article 50 until the policy of the US towards Russia and NATO is clearer,https://petition.parliament.uk/archived/petitions/185048,closed,19
Ban gambling and live odds advertising during sports broadcasts.,https://petition.parliament.uk/archived/petitions/185060,closed,20
"Make Ofsted Inspections in Schools a regular, unexpected thing without knowing",https://petition.parliament.uk/archived/petitions/185067,closed,11
Change the University Maintenance Loan back to the Maintenance Grant.,https://petition.parliament.uk/archived/petitions/185100,closed,16
Have a general election in 2018,https://petition.parliament.uk/archived/petitions/185107,closed,6
To prohibit repeated similar planning applications from property developers,https://petition.parliament.uk/archived/petitions/185124,closed,66
Introduce a 5p charge on single-use plastic straws.,https://petition.parliament.uk/archived/petitions/185144,closed,3083
"S106 money for sport equally divided; mens, womans and childrens involvement.",https://petition.parliament.uk/archived/petitions/185160,closed,9
Impose Levy for Football clubs in the Premier/Football League for Play Areas,https://petition.parliament.uk/archived/petitions/185162,closed,492
GCSE students should study their chosen subject from year 8.,https://petition.parliament.uk/archived/petitions/185173,closed,14
Demand a stop to potential closure of Glenfield children's heart unit,https://petition.parliament.uk/archived/petitions/185174,closed,18
Reduce alcohol duty. High duty disproportionately penalises the poor.,https://petition.parliament.uk/archived/petitions/185176,closed,11
Take the National Lottery license away from Camelot.,https://petition.parliament.uk/archived/petitions/185186,closed,8
"Create policy, guidance for children's services, legal services and parents.",https://petition.parliament.uk/archived/petitions/185207,closed,88
We call on Her Majesty's Government to suspend all HMPS contracts with Sodexo.,https://petition.parliament.uk/archived/petitions/185219,closed,49
Review and revoke private prison contracts and return to the public sector.,https://petition.parliament.uk/archived/petitions/185239,closed,300
A deal between Australia and the UK for less restrictive working visas.,https://petition.parliament.uk/archived/petitions/185252,closed,17
Make GCSEs test students' abilities rather than their memories,https://petition.parliament.uk/archived/petitions/185267,closed,23
Allow retired dependent parents of British citizens in U.K,https://petition.parliament.uk/archived/petitions/185283,closed,26741
Canadian citizens should be allowed to live in the UK without a residence visa.,https://petition.parliament.uk/archived/petitions/185291,closed,7
Allow the Church of England to legally perform gay marriages,https://petition.parliament.uk/archived/petitions/185295,closed,20
Allow Motorcross bikes to ride in public parks or fields,https://petition.parliament.uk/archived/petitions/185307,closed,19
To stop the government removing the subsidy for blood test strips.,https://petition.parliament.uk/archived/petitions/185324,closed,13
Make parental alienation a crime. As it is child abuse,https://petition.parliament.uk/archived/petitions/185346,closed,25
Create ban for 5.5+ tonne lorries using the outside lane on dual lane motorways,https://petition.parliament.uk/archived/petitions/185355,closed,8
Make it an offence to impersonate any of our emergency services.,https://petition.parliament.uk/archived/petitions/185357,closed,12
Amend PIP rules so that mentally disabled adults can get a Blue parking Badge,https://petition.parliament.uk/archived/petitions/185386,closed,2328
Liz Truss to work a month in a prison of our choice as prison officer in uniform,https://petition.parliament.uk/archived/petitions/185387,closed,1248
"Call for a referendum on the production, sale and use of cannabis becoming legal",https://petition.parliament.uk/archived/petitions/185407,closed,882
Incentivise the switch from diesel to electric & low emission petrol vehicles.,https://petition.parliament.uk/archived/petitions/185412,closed,10
Make schools have nit nurses back and children with lice stay home.,https://petition.parliament.uk/archived/petitions/185414,closed,11
Back the British Pound with gold and / or silver.,https://petition.parliament.uk/archived/petitions/185416,closed,8
"Do not bring 3,000 refugee children into the UK.",https://petition.parliament.uk/archived/petitions/185418,closed,15
Make prescriptions free for people who have life saving medication.,https://petition.parliament.uk/archived/petitions/185420,closed,8
I would like non-halal meat in all chain restaurants & for halal to be labelled.,https://petition.parliament.uk/archived/petitions/185421,closed,17734
Abolish Vehicle Excise Duty (VED) and put extra tax on fuel,https://petition.parliament.uk/archived/petitions/185433,closed,27
The time has come for a Compulsory test for cyclists.,https://petition.parliament.uk/archived/petitions/185447,closed,12
stop all uk payments of foreign aid & all further payments to the EU immediately,https://petition.parliament.uk/archived/petitions/185449,closed,3642
The Government must declare the actual and true cost of Brexit.,https://petition.parliament.uk/archived/petitions/185453,closed,1082
Stop married personnel paying for own home and camp accommodation,https://petition.parliament.uk/archived/petitions/185461,closed,22
Ban councils from stopping neighbouring residents from using recycling centres,https://petition.parliament.uk/archived/petitions/185469,closed,8
"Force any MP or someone standing as an MP, caught lying, to resign",https://petition.parliament.uk/archived/petitions/185478,closed,7
Reject Brexit If The UK Fails To Maintain Access To The Single Market,https://petition.parliament.uk/archived/petitions/185489,closed,8
Government remove failing Academy Trusts after two years of inadequate results,https://petition.parliament.uk/archived/petitions/185498,closed,34
Help disabled people to work by abolishing the cap on Access to Work payments,https://petition.parliament.uk/archived/petitions/185501,closed,3448
Make it illegal not to allow LGV drivers access to welfare facilities at RDC's,https://petition.parliament.uk/archived/petitions/185505,closed,863
PE should not be a core subject in secondary school!,https://petition.parliament.uk/archived/petitions/185510,closed,8
Let 15 year olds apply for their provisional without having to wait 9 months.,https://petition.parliament.uk/archived/petitions/185526,closed,10
Control and Determine the Terms and Timing of any Second Independence Referendum,https://petition.parliament.uk/archived/petitions/185532,closed,70
Term Time Job Contracts for Parents,https://petition.parliament.uk/archived/petitions/185535,closed,37
Make 'name blind' recruitment a legal requirement,https://petition.parliament.uk/archived/petitions/185536,closed,17
"Ban all Spread Betting, CFD, and Binary Option provider's from the UK market",https://petition.parliament.uk/archived/petitions/185559,closed,29
Outlaw anti-abortion campaigns near health centres,https://petition.parliament.uk/archived/petitions/185567,closed,38
Ban the testing of joined up handwriting in primary school SAT's.,https://petition.parliament.uk/archived/petitions/185568,closed,286
Government has to replace EU funding for rare diseases,https://petition.parliament.uk/archived/petitions/185583,closed,8
Increase the Marriage Tax Allowance,https://petition.parliament.uk/archived/petitions/185599,closed,8
capita to lose the contract for moving nhs records.,https://petition.parliament.uk/archived/petitions/185601,closed,31
Government to introduce clause to declassify first class on trains at peak times,https://petition.parliament.uk/archived/petitions/185609,closed,19
Provide West Sussex schools with interim funding until new funding is in place.,https://petition.parliament.uk/archived/petitions/185610,closed,331
Amnesty for illegal immigrants who have avoided detection for 10 years,https://petition.parliament.uk/archived/petitions/185620,closed,189
Scrap 'killer' diesel cars and compensate owners misled by Government advice.,https://petition.parliament.uk/archived/petitions/185621,closed,122
"Review the current deportation system, and address its surrounding concerns.",https://petition.parliament.uk/archived/petitions/185624,closed,8
"Prevent the UK defence from becoming useless, fulfil the NATO pledge of 2%",https://petition.parliament.uk/archived/petitions/185626,closed,42
Introduce 100% Inheritance Tax At £10 Million,https://petition.parliament.uk/archived/petitions/185651,closed,38
Nobody should be able to contest a Will.,https://petition.parliament.uk/archived/petitions/185679,closed,7
Make it illegal to allow children under the age of 16 to have their body pierced,https://petition.parliament.uk/archived/petitions/185680,closed,21
Anyone fly-tipping should lose their driving licence and have vehicle crushed,https://petition.parliament.uk/archived/petitions/185682,closed,8
Make changes to the child maintenance service,https://petition.parliament.uk/archived/petitions/185691,closed,52
Make Personal Finances a core subject in education throughout the United Kingdom,https://petition.parliament.uk/archived/petitions/185692,closed,15
"Reduce taxes for U30s that earn below £25,000",https://petition.parliament.uk/archived/petitions/185695,closed,9
Stop Mandatory Overtime for Parents of Disabled and Poorly Children,https://petition.parliament.uk/archived/petitions/185703,closed,35
Increase national insurance contributions by £5 a person a month to save the NHS,https://petition.parliament.uk/archived/petitions/185708,closed,10
Give NHS hospitals the same 80% discount on business rates given to charities.,https://petition.parliament.uk/archived/petitions/185716,closed,47
Give more advice and provide help for free to the parents of obese children.,https://petition.parliament.uk/archived/petitions/185735,closed,7
Provide income tax relief and remove insurance premium tax on health insurance.,https://petition.parliament.uk/archived/petitions/185750,closed,12
Scrap Stamp Duty,https://petition.parliament.uk/archived/petitions/185751,closed,14
Introduce and enforce a trade embargo on Saudi Arabia.,https://petition.parliament.uk/archived/petitions/185763,closed,25
Develop a train service from Sheerness to Leysdown,https://petition.parliament.uk/archived/petitions/185783,closed,1036
Prevent the rise in tuition fees under the TEF for university students,https://petition.parliament.uk/archived/petitions/185795,closed,12
Review VED switch to mileage based tax system,https://petition.parliament.uk/archived/petitions/185798,closed,24
Lower the age to 20 for women to have smear tests.,https://petition.parliament.uk/archived/petitions/185799,closed,3992
Give Schools more funding to improve technology and buy new computers.,https://petition.parliament.uk/archived/petitions/185813,closed,7
To cap construction agencies' fees to 1/8 of the rate of said employee.,https://petition.parliament.uk/archived/petitions/185822,closed,69
"Music venues, small business exemption from business rate increase set for April",https://petition.parliament.uk/archived/petitions/185826,closed,301
Ensure the British fishing waters are returned to the UK post Brexit,https://petition.parliament.uk/archived/petitions/185827,closed,56983
Regard nurseries as being exempt from the rise of business rates,https://petition.parliament.uk/archived/petitions/185833,closed,1661
Dual train (mental health and physical health) paramedics and nurses,https://petition.parliament.uk/archived/petitions/185837,closed,9
No exemption of neutralisation fee for residents - Equal and fair Treatment,https://petition.parliament.uk/archived/petitions/185845,closed,7
Introduce mandatory fortification of milk and other foodstuffs with Vitamin D.,https://petition.parliament.uk/archived/petitions/185850,closed,41
UK Government ask Government of USA to pay security costs of Trump state visit,https://petition.parliament.uk/archived/petitions/185881,closed,383
Prevent employers making employees pay for company uniforms.,https://petition.parliament.uk/archived/petitions/185911,closed,13
Ban the Operation of one person operated Trains (I.e. without a Guard/Conductor),https://petition.parliament.uk/archived/petitions/185916,closed,401
Ban airlines' seat allocation fees for families,https://petition.parliament.uk/archived/petitions/185920,closed,7
Keep EU students fees in line with UK students post-Brexit.,https://petition.parliament.uk/archived/petitions/185927,closed,33
Make the Dartford crossing free of charge anytime of the day,https://petition.parliament.uk/archived/petitions/185930,closed,7
Save Southport A&E hospital,https://petition.parliament.uk/archived/petitions/185932,closed,19
Make it maditory for people over 60 to take a driving test every 5 years,https://petition.parliament.uk/archived/petitions/185945,closed,23
Scrap the 30 hours childcare education funding & apply 20 hours on higher rates!,https://petition.parliament.uk/archived/petitions/185946,closed,489
"Allow GCSE Science Students Data Sheets with Ions, Equations & Reactivity Series",https://petition.parliament.uk/archived/petitions/185947,closed,25
Remove religion as a mandatory subject from school and replace with life skills.,https://petition.parliament.uk/archived/petitions/185950,closed,33
"Withhold aid from countries, such as Uganda, where homosexuality is a crime.",https://petition.parliament.uk/archived/petitions/185995,closed,21
Create a new law for theft/damage of public access Life saving Equipment,https://petition.parliament.uk/archived/petitions/185999,closed,31
Cap unfair & ridiculous increases on commercial vehicle insurance.,https://petition.parliament.uk/archived/petitions/186001,closed,13
Stop the closure of Fairfield Hospital A & E Dept.,https://petition.parliament.uk/archived/petitions/186013,closed,18
"Return Common Sense to Court, Abolish the PC interfering 'Sentencing Council'",https://petition.parliament.uk/archived/petitions/186042,closed,29
Cut all public funding to Tony Blair - this to include protection & expenses,https://petition.parliament.uk/archived/petitions/186047,closed,10484
Save family run pubs from 2017's massive business rates increase.,https://petition.parliament.uk/archived/petitions/186051,closed,1652
Make employers pay a minimum of 6 Month full maternity pay to employees.,https://petition.parliament.uk/archived/petitions/186058,closed,9
Abolish naturalisation fees for any EU migrant who exercises EU treaty rights,https://petition.parliament.uk/archived/petitions/186078,closed,9
When the UK leaves the EU British passports should have pink covers.,https://petition.parliament.uk/archived/petitions/186079,closed,165
Repeal and replace the NFAOP act 1861 with something new and up to date,https://petition.parliament.uk/archived/petitions/186091,closed,9
Charge patients for not attending NHS appointments.,https://petition.parliament.uk/archived/petitions/186094,closed,17
"Pay off all NHS PFI's outstanding, raised by this and previous governments.",https://petition.parliament.uk/archived/petitions/186099,closed,15
Require all classrooms to have CCTV to help prevent bullying,https://petition.parliament.uk/archived/petitions/186103,closed,11
Fund a working replica of Captain James Cook's Endeavour  and a Botanical Centre,https://petition.parliament.uk/archived/petitions/186117,closed,18
Grant children immediate access to life saving drug.,https://petition.parliament.uk/archived/petitions/186146,closed,485
Stop the use of snail slime in beauty products.,https://petition.parliament.uk/archived/petitions/186151,closed,12
Make Transfer Deadline Day a bank holiday.,https://petition.parliament.uk/archived/petitions/186152,closed,49
Make the Dartford crossing free if we are delayed by more than 5 minutes,https://petition.parliament.uk/archived/petitions/186158,closed,7
Decision on brexit should need 2nd poll if it involves exit from customs union,https://petition.parliament.uk/archived/petitions/186161,closed,10
"Have advertisements on tv, the dangers of anyone taking risks around HGVs",https://petition.parliament.uk/archived/petitions/186174,closed,181
We call for a special task force to combat 'Post Brexit Hate Crimes',https://petition.parliament.uk/archived/petitions/186182,closed,56
Stop councils selling off hundreds of our school's playing fields ! #WeSayNO,https://petition.parliament.uk/archived/petitions/186186,closed,47
Attempted murder for those who have stamped on a victim's head during an assault,https://petition.parliament.uk/archived/petitions/186192,closed,133
Reduce the cost of council tax for single occupancy households,https://petition.parliament.uk/archived/petitions/186207,closed,15
Network Rail to restore the 8 hour Quiet Period at night,https://petition.parliament.uk/archived/petitions/186217,closed,78
Devote some of the UK's aid budget to supporting Ugandan LGBT refugees in Kenya.,https://petition.parliament.uk/archived/petitions/186220,closed,28
Unemployment benefits to stop after 2 years of claiming,https://petition.parliament.uk/archived/petitions/186222,closed,105
Stop the closure of A&E departments and give them the funds needed to function.,https://petition.parliament.uk/archived/petitions/186235,closed,586
Stop paying subsidies for renewables because they are adding CO2 not reducing it,https://petition.parliament.uk/archived/petitions/186242,closed,9
"Remove or greatly increase the petition character limit, currently capped at 880",https://petition.parliament.uk/archived/petitions/186247,closed,10
Create Protocol for Government Intervention in Strikes (e.g. Southern stalemate),https://petition.parliament.uk/archived/petitions/186262,closed,9
Allow Ugandan LGBT refugees in Kenya to claim UK asylum via the UNHCR.,https://petition.parliament.uk/archived/petitions/186266,closed,37
I want you to to make it law that all Cats & Kittens to be microchipped.,https://petition.parliament.uk/archived/petitions/186294,closed,22
Make the ESA assessment more fair for people with M.E./CFS and similar illness.,https://petition.parliament.uk/archived/petitions/186305,closed,797
Condemn the murderous attacks on the elected Leader of the Bakongo people.,https://petition.parliament.uk/archived/petitions/186317,closed,19
Cancel the State visit by Trump and use the money to rescue child refugees.,https://petition.parliament.uk/archived/petitions/186319,closed,784
Review Police policies instantly rejecting candidates with visible tattoos,https://petition.parliament.uk/archived/petitions/186324,closed,21
Conduct a full review into Business Rates to make them fairer to small business.,https://petition.parliament.uk/archived/petitions/186359,closed,10
Make PIP and Atos assessors understand how eplipsy effects someone day 2 day.,https://petition.parliament.uk/archived/petitions/186360,closed,507
Increase funding for Insulin Pumps on NHS,https://petition.parliament.uk/archived/petitions/186368,closed,35
A full public inquiry into Camelot's security procedures.,https://petition.parliament.uk/archived/petitions/186372,closed,6
Ignore the petition 'defining marriage as exclusively between 1 man & 1 woman',https://petition.parliament.uk/archived/petitions/186376,closed,121
